fid,address,beds,city,country,county,id,latitude,longitude,name,population,sourcedate,state,status,telephone,type,website,zip,,,,,,,,
740,311 NORTH MORROW STREET,65,MENA,USA,POLK,3271953,34.5890536,-94.22163124,MENA REGIONAL HEALTH SYSTEM,65,8/8/2019 0:00,AR,OPEN,(479) 394-6100,GENERAL ACUTE CARE,http://menamedical.com/,71953,,,,,,,,
741,880 WEST MAIN STREET,25,BOONEVILLE,USA,LOGAN,4972927,35.14032192,-93.93517063,MERCY HOSPITAL BOONEVILLE,25,8/8/2019 0:00,AR,OPEN,(479) 675-2800,CRITICAL ACCESS,http://www.boonevillehospital.com,72927,,,,,,,,
742,500 EAST ACADEMY,16,PARIS,USA,LOGAN,5172855,35.28929334,-93.72487855,MERCY HOSPITAL PARIS,16,8/8/2019 0:00,AR,OPEN,(479) 963-6101,CRITICAL ACCESS,http://www.mercy.net/practice/mercy-hospital-paris,72855,,,,,,,,
743,310 SOUTH FALLS BOULEVARD,25,WYNNE,USA,CROSS,62572396,35.21955792,-90.78664054,CROSSRIDGE COMMUNITY HOSPITAL,25,8/8/2019 0:00,AR,OPEN,(870) 238-3300,GENERAL ACUTE CARE,NOT AVAILABLE,72396,,,,,,,,
744,9601 BAPTIST HEALTH DRIVE,120,LITTLE ROCK,USA,PULASKI,64072205,34.74429608,-92.38181609,BAPTIST HEALTH REHABILITATION INSTITUTE,120,8/8/2019 0:00,AR,OPEN,(501) 202-7578,REHABILITATION,NOT AVAILABLE,72205,,,,,,,,
745,2301 NORTH LAKE DRIVE,31,MILWAUKEE,USA,MILWAUKEE,8053211,43.06145544,-87.88038438,ASCENSION SACRED HEART REHAB INST,31,8/13/2019 0:00,WI,OPEN,(414) 298-6700,REHABILITATION,http://www.columbia-stmarys.com,53211,,,,,,,,
746,4455 SOUTH I-19 FRONTAGE RD,49,GREEN VALLEY,USA,PIMA,14385622,31.80657111,-111.0100185,SANTA CRUZ VALLEY HOSPITAL,49,8/11/2019 0:00,AZ,OPEN,(520) 393-4710,GENERAL ACUTE CARE,http://greenvalleyhospital.com/,85622,,,,,,,,
747,1703 NORTH BUERKLE ROAD,49,STUTTGART,USA,ARKANSAS,62472160,34.5175108,-91.55829954,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,-999,8/8/2019 0:00,AR,OPEN,(870) 674-6301,GENERAL ACUTE CARE,NOT AVAILABLE,72160,,,,,,,,
748,187 WOLFORD AVENUE,24,LIBERTY,USA,CASEY,1042539,37.31771681,-84.93317191,CASEY COUNTY HOSPITAL,15,8/11/2019 0:00,KY,OPEN,(606) 787-6275,CRITICAL ACCESS,NOT AVAILABLE,42539,,,,,,,,
749,60 MERCY COURT,25,IRVINE,USA,ESTILL,5240336,37.7061971,-83.97727714,MARCUM AND WALLACE MEMORIAL HOSPITAL,25,8/11/2019 0:00,KY,OPEN,(606) 723-2115,CRITICAL ACCESS,http://www.marcumandwallace.org,40336,,,,,,,,
750,5000 KENTUCKY ROUTE 321,174,PRESTONSBURG,USA,FLOYD,3641653,37.72901006,-82.76732008,HIGHLANDS REGIONAL MEDICAL CENTER,174,8/11/2019 0:00,KY,OPEN,(606) 886-8511,GENERAL ACUTE CARE,http://www.hrmc.org,41653,,,,,,,,
751,4001 DUTCHMANS LANE,373,LOUISVILLE,USA,JEFFERSON,7140207,38.23533009,-85.63293693,NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,373,8/11/2019 0:00,KY,OPEN,(502) 893-1102,WOMEN,https://nortonhealthcare.com/pages/nwkch.aspx,40207,,,,,,,,
752,1850 BLUEGRASS AVENUE,298,LOUISVILLE,USA,JEFFERSON,9440215,38.17826438,-85.79391641,SAINTS MARY & ELIZABETH HOSPITAL,298,8/11/2019 0:00,KY,OPEN,(502) 361-6000,GENERAL ACUTE CARE,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true,40215,,,,,,,,
753,1405 BROWNS LANE,88,LOUISVILLE,USA,JEFFERSON,10640207,38.23569663,-85.62734095,THE BROOK - DUPONT,88,8/11/2019 0:00,KY,OPEN,(502) 896-0495,PSYCHIATRIC,http://www.thebrookhospitals.com/,40207,,,,,,,,
754,1025 NEW MOODY LANE,90,LAGRANGE,USA,OLDHAM,240031,38.39489019,-85.37606515,BAPTIST HEALTH LA GRANGE,90,8/11/2019 0:00,KY,OPEN,(502) 222-5388,GENERAL ACUTE CARE,https://www.baptisthealth.com/lagrange/pages/default.aspx,40031,,,,,,,,
755,107 LINCOLN STREET,114,WORCESTER,USA,WORCESTER,9401605,42.27641208,-71.79491979,ADCARE HOSPITAL OF WORCESTER INC,114,8/16/2019 0:00,MA,OPEN,(508) 799-0534,REHABILITATION,http://adcare.com/,1605,,,,,,,,
756,200 SPRINGS ROAD,147,BEDFORD,USA,MIDDLESEX,8401730,42.5047,-71.2744,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,147,8/16/2019 0:00,MA,OPEN,NOT AVAILABLE,MILITARY,http://www.bedford.va.gov/,1730,,,,,,,,
757,24 MORRILL PLACE,12,AMESBURY,USA,ESSEX,9501913,42.8484144,-70.93338025,AMESBURY HEALTH CENTER,12,8/16/2019 0:00,MA,OPEN,(978) 463-1000,GENERAL ACUTE CARE,http://www.lahey.org/amesbury/,1913,,,,,,,,
758,ONE DEACONESS RD,405,BOSTON,USA,SUFFOLK,1202215,42.3379,-71.1092,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,405,8/16/2019 0:00,MA,OPEN,(617) 632-7000,GENERAL ACUTE CARE,http://www.bidmc.harvard.edu,2215,,,,,,,,
759,49 ROBINWOOD AVENUE,136,BOSTON,USA,SUFFOLK,9602130,42.31581841,-71.11227314,"ARBOUR HOSPITAL, THE",136,8/16/2019 0:00,MA,OPEN,(232) 722-4400,PSYCHIATRIC,http://arbourhealth.com/organizations/arbour-hospital/,2130,,,,,,,,
760,298 WASHINGTON STREET,79,GLOUCESTER,USA,ESSEX,8201930,42.6255,-70.6806,BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,79,8/16/2019 0:00,MA,OPEN,(978) 283-4000,GENERAL ACUTE CARE,http://www.beverlyhospital.org/locations--services/locations/addison-gilbert-hospital,1930,,,,,,,,
761,111 HUNTOON MEMORIAL HIGHWAY,47,LEICESTER,USA,WORCESTER,11801542,42.20189928,-71.89882734,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,47,8/16/2019 0:00,MA,OPEN,(413) 787-6700,LONG TERM CARE,http://www.vhwmasscentral.com/,1542,,,,,,,,
762,309 BELMONT STREET,166,WORCESTER,USA,WORCESTER,13925027,42.27966719,-71.76906694,WORCESTER RECOVERY CENTER AND HOSPITAL,166,8/16/2019 0:00,MA,OPEN,(508) 752-4681,PSYCHIATRIC,http://www.mass.gov/eohhs/gov/departments/dmh/worcester-recovery-center-and-hospital-.html,1604,,,,,,,,
763,20 HARTFORD STREET,25,HOULTON,USA,AROOSTOOK,4204730,46.13384624,-67.84362347,HOULTON REGIONAL HOSPITAL,25,8/13/2019 0:00,ME,OPEN,(207) 532-2900,CRITICAL ACCESS,http://www.houlton.net/hrh,4730,,,,,,,,
764,200 KENNEDY MEMORIAL DRIVE,48,WATERVILLE,USA,KENNEBEC,2804901,44.54182648,-69.66149107,NORTHERN LIGHT INLAND HOSPITAL,46,8/13/2019 0:00,ME,OPEN,(207) 861-3012,GENERAL ACUTE CARE,http://www.inlandhospital.org,4901,,,,,,,,
765,6 EAST CHESTNUT STREET,146,AUGUSTA,USA,KENNEBEC,3004330,44.31311976,-69.76843437,MAINEGENERAL MEDICAL CENTER,146,10/25/2012 0:00,ME,CLOSED,(207) 626-1000,GENERAL ACUTE CARE,https://www.mainegeneral.org/pages/home.aspx,4330,,,,,,,,
766,30 CHASE AVENUE,75,WATERVILLE,USA,KENNEBEC,2704901,44.54919273,-69.65867356,MAINEGENERAL MEDICAL CENTER-SETON,75,10/25/2012 0:00,ME,CLOSED,(207) 872-1000,GENERAL ACUTE CARE,https://www.mainegeneral.org/pages/home.aspx,4901,,,,,,,,
767,6 SAINT ANDREWS LANE,52,BOOTHBAY HARBOR,USA,LINCOLN,2504538,43.85034393,-69.6387693,SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,52,10/25/2012 0:00,ME,CLOSED,(207) 633-2121,GENERAL ACUTE CARE,http://www.lincolncountyhealthcare.org,4538,,,,,,,,
768,515 QUARTER STREET,25,GLADWIN,USA,GLADWIN,4648624,43.97594367,-84.49388756,MIDMICHIGAN MEDICAL CENTER-GLADWIN,25,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,CRITICAL ACCESS,http://www.midmichigan.org,48624,,,,,,,,
769,502 W HARRIE ST,25,NEWBERRY,USA,LUCE,7349868,46.35318009,-85.51565374,HELEN NEWBERRY JOY HOSPITAL,25,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,CRITICAL ACCESS,http://www.hnjh.org,49868,,,,,,,,
770,1500 SAND POINT RD,11,MUNISING,USA,ALGER,1549862,46.42527107,-86.6251853,MUNISING MEMORIAL HOSPITAL,11,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,CRITICAL ACCESS,http://www.munisingmemorial.org,49862,,,,,,,,
771,300 SOUTH STREET,90,BROOKLINE,USA,NORFOLK,10902167,42.29831857,-71.14928568,BOURNEWOOD HOSPITAL,-999,8/16/2019 0:00,MA,OPEN,(617) 469-0300,PSYCHIATRIC,http://www.bournewood.com/,2167,,,,,,,,
772,620 BYRON RD,136,HOWELL,USA,LIVINGSTON,5848843,42.61558756,-83.9409904,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,136,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.stjoeslivingston.org/livingston,48843,,,,,,,,
773,168 S HOWELL STREET,65,HILLSDALE,USA,HILLSDALE,1649242,41.91173869,-84.63300353,HILLSDALE COMMUNITY HEALTH CENTER,65,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.hchc.com,49242,,,,,,,,
774,30671 STEPHENSON HIGHWAY,36,MADISON HEIGHTS,USA,OAKLAND,10048071,42.51788754,-83.12010727,DMC SURGERY HOSPITAL,36,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.dmcsurgeryhospital.org,48071,,,,,,,,
775,400 MEDICAL PARK DR,38,WATERVLIET,USA,BERRIEN,3049098,42.18488046,-86.24992583,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",38,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.lakelandhealth.org/watervliet,49098,,,,,,,,
776,1221 SOUTH DRIVE,118,MOUNT PLEASANT,USA,ISABELLA,5648858,43.59912248,-84.76141286,MCLAREN CENTRAL MICHIGAN,118,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.cmch.org,48858,,,,,,,,
777,1 N ATKINSON DRIVE,49,LUDINGTON,USA,MASON,7949431,43.95814794,-86.43040938,SPECTRUM HEALTH LUDINGTON HOSPITAL,49,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.spectrumhealth.org/landing_custom.cfm?id=5419&fr=true,49431,,,,,,,,
778,408 HAZEN STREET,35,PAW PAW,USA,VAN BUREN,14049079,42.22129436,-85.89707006,BRONSON LAKEVIEW HOSPITAL,35,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.bronsonhealth.com/lakeview,49079,,,,,,,,
779,3559 PINE ST,15,DECKERVILLE,USA,SANILAC,13248427,43.52811921,-82.73424915,DECKERVILLE COMMUNITY HOSPITAL,15,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.deckervillehosp.org,48427,,,,,,,,
780,2799 W GRAND BLVD,877,DETROIT,USA,WAYNE,14948202,42.36768678,-83.08472312,HENRY FORD HOSPITAL,877,8/9/2019 0:00,MI,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.henryfordhealth.org,48202,,,,,,,,
781,404 WEST FOUNTAIN STREET,159,ALBERT LEA,USA,FREEBORN,4256007,43.6523607,-93.3727523,MAYO CLINIC HEALTH SYS ALBT LE,159,8/9/2019 0:00,MN,OPEN,(507) 377-5913,GENERAL ACUTE CARE,http://mayoclinichealthsystem.org/locations/albert-lea,56007,,,,,,,,
782,32021 COUNTY 24 BOULEVARD,15,CANNON FALLS,USA,GOODHUE,14155009,44.48616464,-92.9032023,MAYO CLINIC HEALTH SYS CF,15,8/9/2019 0:00,MN,OPEN,(507) 263-6000,CRITICAL ACCESS,http://mayoclinichealthsystem.org/locations/cannon-falls,55009,,,,,,,,
783,"800 MEDICAL CTR DRIVE, PO 800",57,FAIRMONT,USA,MARTIN,5056031,43.63880146,-94.450437,MAYO CLINIC HEALTH SYS FAIRMNT,57,8/9/2019 0:00,MN,OPEN,(507) 238-8500,GENERAL ACUTE CARE,http://mayoclinichealthsystem.org/locations/fairmont,56031,,,,,,,,
784,625 JACKSON ST N,24,SPRINGFIELD,USA,BROWN,10856087,44.24661914,-94.97108361,MAYO CLINIC HEALTH SYSTEM S F,24,8/9/2019 0:00,MN,OPEN,(507) 723-6201,CRITICAL ACCESS,https://mayoclinichealthsystem.org/locations/springfield,56087,,,,,,,,
785,800 HOSPITAL DR,126,COLUMBIA,USA,BOONE,8665201,38.93666726,-92.32905785,HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL,126,9/26/2019 0:00,MO,OPEN,(573) 814-6000,GENERAL ACUTE CARE,http://www.columbiamo.va.gov/,65201,,,,,,,,
786,1000 18TH ST NW,41,MANDAN,USA,MORTON,5158554,46.8418693,-100.9076977,VIBRA HOSPITAL OF CENTRAL DAKOTAS,41,8/9/2019 0:00,ND,OPEN,(701) 667-2000,LONG TERM CARE,http://www.vhcentraldakotas.com/,58554,,,,,,,,
787,601 EAST ST N,30,ELGIN,USA,GRANT,2458533,46.40732581,-101.8414635,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,30,8/9/2019 0:00,ND,OPEN,(701) 584-2792,CRITICAL ACCESS,http://jacobsonhospital.org/,58533,,,,,,,,
788,1515 N MADISON AVE,137,ANDERSON,USA,MADISON,1446011,40.13064559,-85.69320918,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,137,8/16/2019 0:00,IN,OPEN,(765) 298-4242,GENERAL ACUTE CARE,http://www.communityanderson.com,46011,,,,,,,,
789,615 N MICHIGAN ST,416,SOUTH BEND,USA,ST. JOSEPH,9446601,41.68405529,-86.25157885,MEMORIAL HOSPITAL OF SOUTH BEND,416,8/16/2019 0:00,IN,OPEN,(574) 647-1000,GENERAL ACUTE CARE,http://www.qualityoflife.org,46601,,,,,,,,
790,2500 NORTH TENAYA,70,LAS VEGAS,USA,CLARK,389128,36.20553077,-115.2503564,COMPLEX CARE HOSPITAL AT TENAYA,70,8/9/2019 0:00,NV,OPEN,(702) 562-2021,LONG TERM CARE,http://www.lifecare-hospitals.com,89128,,,,,,,,
791,2075 EAST FLAMINGO ROAD,293,LAS VEGAS,USA,CLARK,489119,36.11395958,-115.1245052,DESERT SPRINGS HOSPITAL MEDICAL CENTER,346,8/9/2019 0:00,NV,OPEN,(702) 369-7600,GENERAL ACUTE CARE,http://www.desertspringshospital.com,89119,,,,,,,,
792,1331 EAST WYOMING AVENUE,58,PHILADELPHIA,USA,PHILADELPHIA,12119124,40.01881298,-75.09946405,EASTERN REGIONAL MEDICAL CENTER,58,8/9/2019 0:00,PA,OPEN,(215) 537-7412,GENERAL ACUTE CARE,http://www.cancercenter.com/eastern/,19124,,,,,,,,
793,111 SOUTH 11TH STREET,957,PHILADELPHIA,USA,PHILADELPHIA,13619107,39.94970838,-75.15794605,THOMAS JEFFERSON UNIVERSITY HOSPITAL,957,8/9/2019 0:00,PA,OPEN,(215) 955-4164,GENERAL ACUTE CARE,http://www.jeffersonhospital.org,19107,,,,,,,,
794,51 NORTH 39TH STREET,305,PHILADELPHIA,USA,PHILADELPHIA,20819104,39.95887248,-75.19926368,PENN PRESBYTERIAN MEDICAL CENTER,305,8/9/2019 0:00,PA,OPEN,(215) 662-8000,GENERAL ACUTE CARE,http://www.pennmedicine.org/pmc/,19104,,,,,,,,
795,16TH STREET & GIRARD AVENUE,227,PHILADELPHIA,USA,PHILADELPHIA,21419130,39.97148609,-75.16319015,ST JOSEPHS HOSPITAL,227,9/26/2016 0:00,PA,CLOSED,(215) 787-9000,GENERAL ACUTE CARE,http://www.nphs.com/stjo_home.html,19130,,,,,,,,
796,UNIVERSITY & WOODLAND AVENUES,280,PHILADELPHIA,USA,PHILADELPHIA,25019104,39.94788477,-75.20007509,VA MEDICAL CENTER - PHILADELPHIA,280,9/26/2019 0:00,PA,OPEN,(215) 823-5800,MILITARY,http://www.philadelphia.va.gov/,19104,,,,,,,,
797,100 NORTH ACADEMY AVENUE,404,DANVILLE,USA,MONTOUR,6017822,40.96814496,-76.60525611,GEISINGER MEDICAL CENTER,404,8/9/2019 0:00,PA,OPEN,(570) 271-6211,GENERAL ACUTE CARE,http://www.geisinger.org,17822,,,,,,,,
798,450 NORTHSIDE CHEROKEE BOULEVARD,158,CANTON,USA,CHEROKEE,182330115,34.229238,-84.466259,NORTHSIDE HOSPITAL - CHEROKEE,-999,10/10/2019 0:00,GA,OPEN,(770) 224-1000,GENERAL ACUTE CARE,https://www.northside.com/cherokee,30115,,,,,,,,
799,260 MJ TAYLOR ROAD,60,ADEL,USA,COOK,185631620,31.10819893,-83.42737285,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",-999,10/10/2019 0:00,GA,OPEN,(229) 896-8077,GENERAL ACUTE CARE,https://mysouthwell.com/cook-medical-plaza/,31620,,,,,,,,
800,30 13TH ST,49,HAVRE,USA,HILL,5759501,48.53807731,-109.6858178,NORTHERN MONTANA HOSPITAL,49,8/9/2019 0:00,MT,OPEN,(406) 265-2211,GENERAL ACUTE CARE,http://www.nmhcare.org,59501,,,,,,,,
801,169 ASHLEY AVE,713,CHARLESTON,USA,CHARLESTON,6929425,32.78588204,-79.94792136,MUSC MEDICAL CENTER,713,8/10/2019 0:00,SC,OPEN,(843) 792-4000,GENERAL ACUTE CARE,http://www.muschealth.com,29425,,,,,,,,
802,41 PERIMETER CENTER EAST,50,ATLANTA,USA,DEKALB,189830346,33.9242473,-84.33106507,VERITAS COLLABORATIVE GEORGIA,-999,10/10/2019 0:00,GA,OPEN,(707) 871-3750,PSYCHIATRIC,https://veritascollaborative.com/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,30346,,,,,,,,
803,200 MEMORIAL DRIVE,25,LURAY,USA,PAGE,522835,38.66325,-78.468518,PAGE MEMORIAL HOSPITAL,25,11/27/2019 0:00,VA,OPEN,(540) 743-4560,CRITICAL ACCESS,http://www.valleyhealthlink.com/page,22835,,,,,,,,
804,6847 N CHESTNUT,302,RAVENNA,USA,PORTAGE,14244266,41.17605775,-81.2490173,UH PORTAGE - ROBINSON MEMORIAL HOSPITAL,302,4/27/2020 0:00,OH,OPEN,(330) 297-2300,GENERAL ACUTE CARE,http://www.uhhospitals.org/portage,44266,,,,,,,,
805,4900 MUELLER BOULEVARD,248,AUSTIN,USA,TRAVIS,6878746,30.30311083,-97.70702246,DELL CHILDREN'S MEDICAL CENTER,248,9/3/2019 0:00,TX,OPEN,(512) 324-0101,CHILDREN,http://www.dellchildrens.net,78746,,,,,,,,
806,801 SEVENTH AVENUE,430,FORT WORTH,USA,TARRANT,19676104,32.73707173,-97.34140504,COOK CHILDREN'S MEDICAL CENTER,430,9/3/2019 0:00,TX,OPEN,(682) 885-4340,CHILDREN,http://www.cookchildrens.org,76104,,,,,,,,
807,521 ADAMS ST,25,MORTON,USA,LEWIS,898356,46.55567481,-122.2803544,ARBOR HEALTH MORTON GENERAL HOSPITAL,25,8/10/2019 0:00,WA,OPEN,(360) 496-5112,CRITICAL ACCESS,www.mortongeneral.org,98356,,,,,,,,
808,13219 N MERIDIAN STREET,20,CARMEL,USA,HAMILTON,194246032,39.98041995,-86.15347262,"INDIANA SPINE HOSPITAL, LLC",-999,10/15/2019 0:00,IN,OPEN,(317) 795-2000,SPECIAL,https://indianaspinehospital.com/,46032,,,,,,,,
809,19333 W NORTH AVE,175,BROOKFIELD,USA,WAUKESHA,13753045,43.0593759,-88.15451943,ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS,175,8/13/2019 0:00,WI,OPEN,(262) 785-2000,GENERAL ACUTE CARE,http://www.wfhealthcare.org,53045,,,,,,,,
810,10101 SOUTH 27TH STREET,52,FRANKLIN,USA,MILWAUKEE,6753132,42.86001258,-87.9540681,ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS,52,8/13/2019 0:00,WI,OPEN,(414) 325-4700,GENERAL ACUTE CARE,http://www.mywheaton.org/,53132,,,,,,,,
811,5000 W CHAMBERS ST,538,MILWAUKEE,USA,MILWAUKEE,8153210,43.07412025,-87.9760734,ASCENSION SE WISCONSIN HOSPITAL ST JOSEPH,538,8/13/2019 0:00,WI,OPEN,(414) 447-2000,GENERAL ACUTE CARE,http://www.mywheaton.org/stjoseph,53210,,,,,,,,
812,3400 MINISTRY PARKWAY,99,WESTON,USA,MARATHON,6354476,44.89018231,-89.58014599,ASCENSION ST CLARES HOSPITAL,99,8/13/2019 0:00,WI,OPEN,(715) 393-3000,GENERAL ACUTE CARE,http://www.ministryhealth.org,54476,,,,,,,,
813,3237 S 16TH ST,260,MILWAUKEE,USA,MILWAUKEE,7853215,42.98565775,-87.93465729,ASCENSION ST FRANCIS HOSPITAL,260,8/13/2019 0:00,WI,OPEN,(414) 647-5000,GENERAL ACUTE CARE,http://www.mywheaton.org,53215,,,,,,,,
814,2251 NORTH SHORE DR,73,RHINELANDER,USA,ONEIDA,9254501,45.63947041,-89.37482659,ASCENSION ST MARYS HOSPITAL,73,8/13/2019 0:00,WI,OPEN,(715) 361-2000,GENERAL ACUTE CARE,http://www.ministryhealth.org,54501,,,,,,,,
815,ONE WYOMING STREET,883,DAYTON,USA,MONTGOMERY,17545409,39.7448932,-84.18590861,MIAMI VALLEY HOSPITAL,883,4/27/2020 0:00,OH,OPEN,(937) 208-8000,GENERAL ACUTE CARE,http://www.miamivalleyhospital.org,45409,,,,,,,,
816,900 ILLINOIS AVE,94,STEVENS POINT,USA,PORTAGE,10354481,44.52643184,-89.56709621,ASCENSION ST MICHAELS HOSPITAL,94,8/13/2019 0:00,WI,OPEN,(715) 346-5000,GENERAL ACUTE CARE,http://ministryhealth.org/smh/home.nws,54481,,,,,,,,
817,410 DEWEY STREET,99,WISCONSIN RAPIDS,USA,WOOD,15454495,44.38175803,-89.82988944,ASPIRUS RIVERVIEW HSPTL ASSOC,99,8/13/2019 0:00,WI,OPEN,(715) 423-6060,GENERAL ACUTE CARE,http://www.riverviewhospital.org,54495,,,,,,,,
818,333 PINE RIDGE BLVD,325,WAUSAU,USA,MARATHON,5754401,44.96584185,-89.66789021,ASPIRUS WAUSAU HOSPITAL,325,8/13/2019 0:00,WI,OPEN,(715) 847-2121,GENERAL ACUTE CARE,http://www.aspirus.org,54401,,,,,,,,
819,W3985 CTY RD NN,109,ELKHORN,USA,WALWORTH,13253121,42.66189503,-88.49619199,AURORA LAKELAND MED CTR,109,8/13/2019 0:00,WI,OPEN,(262) 741-2000,GENERAL ACUTE CARE,http://www.aurorahealthcare.org,53121,,,,,,,,
820,1032 E SUMNER ST,71,HARTFORD,USA,WASHINGTON,13653027,43.31840584,-88.36246156,AURORA MED CENTER-WASHINGTON COUNTY,71,8/13/2019 0:00,WI,OPEN,(262) 673-2300,GENERAL ACUTE CARE,http://www.aurorahealthcare.org,53027,,,,,,,,
821,10400 75TH ST,74,KENOSHA,USA,KENOSHA,5153142,42.56939682,-87.93546502,AURORA MED CTR KENOSHA,74,8/13/2019 0:00,WI,OPEN,(262) 948-5600,GENERAL ACUTE CARE,http://www.aurorahealthcare.org,53142,,,,,,,,
822,5000 MEMORIAL DR,69,TWO RIVERS,USA,MANITOWOC,6154241,44.12536783,-87.61945613,AURORA MED CTR MANITOWOC CTY,69,8/13/2019 0:00,WI,OPEN,(920) 794-5000,GENERAL ACUTE CARE,http://www.aurorahealthcare.org,54241,,,,,,,,
823,2451 INTELLIPLEX DRIVE,40,SHELBYVILLE,USA,SHELBY,188346176,39.560356,-85.785817,MHP MEDICAL CENTER,-999,10/15/2019 0:00,IN,OPEN,(317) 392-3211,GENERAL ACUTE CARE,mymhp.org,46176,,,,,,,,
824,4015 22ND PLACE,73,LUBBOCK,USA,LUBBOCK,35579408,33.57340325,-101.900592,COVENANT CHILDREN'S HOSPITAL,73,9/3/2019 0:00,TX,OPEN,(806) 725-7960,CHILDREN,http://www.covenanthealth.org/about-us/facilities/childrens-hospital.aspx,79410,,,,,,,,
825,10 JOHN KISSINGER DRIVE,18,WABASH,USA,WABASH,183446992,40.820937,-85.823901,PARKVIEW WABASH HOSPITAL,-999,10/15/2019 0:00,IN,OPEN,(260) 563-3131,GENERAL ACUTE CARE,parkview.com,46992,,,,,,,,
826,9330 BROADWAY,70,CROWN POINT,USA,LAKE,187746307,41.44880307,-87.33726012,NEURO BEHAVIORAL HOSPITAL,-999,10/15/2019 0:00,IN,OPEN,(574) 277-2630,PSYCHIATRIC,https://www.neuropsychiatrichospitals.net/find-a-location/,46307,,,,,,,,
827,8885 SR 237,25,TELL CITY,USA,PERRY,194147586,37.967931,-86.731667,PERRY COUNTY MEMORIAL HOSPITAL,-999,10/15/2019 0:00,IN,OPEN,(812) 547-7011,GENERAL ACUTE CARE,https://www.pchospital.org/,47586,,,,,,,,
828,667 EASTLAND AVE SE,219,WARREN,USA,TRUMBULL,14044481,41.23091175,-80.77715528,ST JOSEPH HEALTH CENTER,219,4/27/2020 0:00,OH,OPEN,(330) 841-4000,GENERAL ACUTE CARE,http://www.hmpartners.org,44481,,,,,,,,
829,1350 EAST MARKET STREET,346,WARREN,USA,TRUMBULL,2944482,41.23585592,-80.79877826,TRUMBULL MEMORIAL HOSPITAL,346,4/27/2020 0:00,OH,OPEN,(330) 841-9011,GENERAL ACUTE CARE,http://www.valleycarehealth.net,44482,,,,,,,,
830,810 12TH STREET,25,HOOD RIVER,USA,HOOD RIVER,3397031,45.70483197,-121.5239086,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,25,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,CRITICAL ACCESS,http://oregon.providence.org/patients/facilities/providence-hood-river-memorial-hospital/pages/default.aspx,97031,,,,,,,,
831,350 N WALL ST,325,KANKAKEE,USA,KANKAKEE,9360901,41.12508686,-87.88189889,RIVERSIDE MEDICAL CENTER,325,9/19/2019 0:00,IL,OPEN,(815) 933-1671,GENERAL ACUTE CARE,http://www.riversidehealthcare.org,60901,,,,,,,,
832,170 FORD ROAD,25,JOHN DAY,USA,GRANT,497845,44.41711272,-118.9596915,BLUE MOUNTAIN HOSPITAL,25,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,CRITICAL ACCESS,www.bluemountainhospital.org,97845,,,,,,,,
833,45 READE PL,365,POUGHKEEPSIE,USA,DUTCHESS,2912601,41.69385894,-73.93578611,VASSAR BROTHERS MEDICAL CENTER,365,8/20/2019 0:00,NY,OPEN,(845) 454-8500,GENERAL ACUTE CARE,http://www.healthquest.org/poughkeepsie/vassar-brothers-medical-center.aspx,12601,,,,,,,,
